title,summary,published,year,month,category
"A Method to Learn Embedding of a Probabilistic Medical Knowledge Graph:
  Algorithm Development","This paper proposes an algorithm named as PrTransH to learn embedding vectors
from real world EMR data based medical knowledge. The unique challenge in
embedding medical knowledge graph from real world EMR data is that the
uncertainty of knowledge triplets blurs the border between ""correct triplet""
and ""wrong triplet"", changing the fundamental assumption of many existing
algorithms. To address the challenge, some enhancements are made to existing
TransH algorithm, including: 1) involve probability of medical knowledge
triplet into training objective; 2) replace the margin-based ranking loss with
unified loss calculation considering both valid and corrupted triplets; 3)
augment training data set with medical background knowledge. Verifications on
real world EMR data based medical knowledge graph prove that PrTransH
outperforms TransH in link prediction task. To the best of our survey, this
paper is the first one to learn and verify knowledge embedding on probabilistic
knowledge graphs.",2019-09-02,2019,2019-09,medical
Lattice-Based Fuzzy Medical Expert System for Low Back Pain Management,"Low Back Pain (LBP) is a common medical condition that deprives many
individuals worldwide of their normal routine activities. In the absence of
external biomarkers, diagnosis of LBP is quite challenging. It requires dealing
with several clinical variables, which have no precisely quantified values.
Aiming at the development of a fuzzy medical expert system for LBP management,
this research proposes an attractive lattice-based knowledge representation
scheme for handling imprecision in knowledge, offering a suitable design
methodology for a fuzzy knowledge base and a fuzzy inference system. The fuzzy
knowledge base is constructed in modular fashion, with each module capturing
interrelated medical knowledge about the relevant clinical history, clinical
examinations and laboratory investigation results. This approach in design
ensures optimality, consistency and preciseness in the knowledge base and
scalability. The fuzzy inference system, which uses the Mamdani method, adopts
the triangular membership function for fuzzification and the Centroid of Area
technique for defuzzification. A prototype of this system has been built using
the knowledge extracted from the domain expert physicians. The inference of the
system against a few available patient records at the ESI Hospital, Sealdah has
been checked. It was found to be acceptable by the verifying medical experts.",2019-09-09,2019,2019-09,medical
"Automated Blood Cell Detection and Counting via Deep Learning for
  Microfluidic Point-of-Care Medical Devices","Automated in-vitro cell detection and counting have been a key theme for
artificial and intelligent biological analysis such as biopsy, drug analysis
and decease diagnosis. Along with the rapid development of microfluidics and
lab-on-chip technologies, in-vitro live cell analysis has been one of the
critical tasks for both research and industry communities. However, it is a
great challenge to obtain and then predict the precise information of live
cells from numerous microscopic videos and images. In this paper, we
investigated in-vitro detection of white blood cells using deep neural
networks, and discussed how state-of-the-art machine learning techniques could
fulfil the needs of medical diagnosis. The approach we used in this study was
based on Faster Region-based Convolutional Neural Networks (Faster RCNNs), and
a transfer learning process was applied to apply this technique to the
microscopic detection of blood cells. Our experimental results demonstrated
that fast and efficient analysis of blood cells via automated microscopic
imaging can achieve much better accuracy and faster speed than the
conventionally applied methods, implying a promising future of this technology
to be applied to the microfluidic point-of-care medical devices.",2019-09-11,2019,2019-09,medical
Evaluating and Boosting Uncertainty Quantification in Classification,"Emergence of artificial intelligence techniques in biomedical applications
urges the researchers to pay more attention on the uncertainty quantification
(UQ) in machine-assisted medical decision making. For classification tasks,
prior studies on UQ are difficult to compare with each other, due to the lack
of a unified quantitative evaluation metric. Considering that well-performing
UQ models ought to know when the classification models act incorrectly, we
design a new evaluation metric, area under Confidence-Classification
Characteristic curves (AUCCC), to quantitatively evaluate the performance of
the UQ models. AUCCC is threshold-free, robust to perturbation, and insensitive
to the classification performance. We evaluate several UQ methods (e.g., max
softmax output) with AUCCC to validate its effectiveness. Furthermore, a simple
scheme, named Uncertainty Distillation (UDist), is developed to boost the UQ
performance, where a confidence model is distilling the confidence estimated by
deep ensembles. The proposed method is easy to implement; it consistently
outperforms strong baselines on natural and medical image datasets in our
experiments.",2019-09-13,2019,2019-09,medical
"Distributed representation of patients and its use for medical cost
  prediction","Efficient representation of patients is very important in the healthcare
domain and can help with many tasks such as medical risk prediction. Many
existing methods, such as diagnostic Cost Groups (DCG), rely on expert
knowledge to build patient representation from medical data, which is resource
consuming and non-scalable. Unsupervised machine learning algorithms are a good
choice for automating the representation learning process. However, there is
very little research focusing on onpatient-level representation learning
directly from medical claims. In this paper, weproposed a novel patient vector
learning architecture that learns high quality,fixed-length patient
representation from claims data. We conducted several experiments to test the
quality of our learned representation, and the empirical results show that our
learned patient vectors are superior to vectors learned through other methods
including a popular commercial model. Lastly, we provide potential clinical
interpretation for using our representation on predictive tasks, as
interpretability is vital in the healthcare domain",2019-09-13,2019,2019-09,medical
"Clinical Text Generation through Leveraging Medical Concept and
  Relations","With a neural sequence generation model, this study aims to develop a method
of writing the patient clinical texts given a brief medical history. As a
proof-of-a-concept, we have demonstrated that it can be workable to use medical
concept embedding in clinical text generation. Our model was based on the
Sequence-to-Sequence architecture and trained with a large set of de-identified
clinical text data. The quantitative result shows that our concept embedding
method decreased the perplexity of the baseline architecture. Also, we discuss
the analyzed results from a human evaluation performed by medical doctors.",2019-10-02,2019,2019-10,medical
Deep Semantic Segmentation of Natural and Medical Images: A Review,"The semantic image segmentation task consists of classifying each pixel of an
image into an instance, where each instance corresponds to a class. This task
is a part of the concept of scene understanding or better explaining the global
context of an image. In the medical image analysis domain, image segmentation
can be used for image-guided interventions, radiotherapy, or improved
radiological diagnostics. In this review, we categorize the leading deep
learning-based medical and non-medical image segmentation solutions into six
main groups of deep architectural, data synthesis-based, loss function-based,
sequenced models, weakly supervised, and multi-task methods and provide a
comprehensive review of the contributions in each of these groups. Further, for
each group, we analyze each variant of these groups and discuss the limitations
of the current approaches and present potential future research directions for
semantic image segmentation.",2019-10-16,2019,2019-10,medical
"NCI Workshop on Artificial Intelligence in Radiation Oncology: Training
  the Next Generation","Artificial intelligence (AI) is about to touch every aspect of radiotherapy
from consultation, treatment planning, quality assurance, therapy delivery, to
outcomes modeling. There is an urgent need to train radiation oncologists and
medical physicists in data science to help shepherd AI solutions into clinical
practice. Poorly trained personnel may do more harm than good when attempting
to apply rapidly developing and complex technologies. As the amount of AI
research expands in our field, the radiation oncology community needs to
discuss how to educate future generations in this area. The National Cancer
Institute (NCI) Workshop on AI in Radiation Oncology (Shady Grove, MD, April
4-5, 2019) was the first
(https://dctd.cancer.gov/NewsEvents/20190523_ai_in_radiation_oncology.htm) of
two data science workshops in radiation oncology hosted by the NCI in 2019.
During this workshop, the Training and Education Working Group was formed by
volunteers among the invited attendees. Its members represent radiation
oncology, medical physics, radiology, computer science, industry, and the NCI.
In this perspective article written by members of the Training and Education
Working Group, we provide and discuss Action Points relevant for future
trainees interested in radiation oncology AI: (1) creating AI awareness and
responsible conduct; (2) implementing a practical didactic curriculum; (3)
creating a publicly available database of training resources; and (4)
accelerate learning and funding opportunities. Together, these Action Points
can facilitate the translation of AI into clinical practice.",2019-10-18,2019,2019-10,medical
"CAI4CAI: The Rise of Contextual Artificial Intelligence in Computer
  Assisted Interventions","Data-driven computational approaches have evolved to enable extraction of
information from medical images with a reliability, accuracy and speed which is
already transforming their interpretation and exploitation in clinical
practice. While similar benefits are longed for in the field of interventional
imaging, this ambition is challenged by a much higher heterogeneity. Clinical
workflows within interventional suites and operating theatres are extremely
complex and typically rely on poorly integrated intra-operative devices,
sensors, and support infrastructures. Taking stock of some of the most exciting
developments in machine learning and artificial intelligence for computer
assisted interventions, we highlight the crucial need to take context and human
factors into account in order to address these challenges. Contextual
artificial intelligence for computer assisted intervention, or CAI4CAI, arises
as an emerging opportunity feeding into the broader field of surgical data
science. Central challenges being addressed in CAI4CAI include how to integrate
the ensemble of prior knowledge and instantaneous sensory information from
experts, sensors and actuators; how to create and communicate a faithful and
actionable shared representation of the surgery among a mixed human-AI actor
team; how to design interventional systems and associated cognitive shared
control schemes for online uncertainty-aware collaborative decision making
ultimately producing more precise and reliable interventions.",2019-10-20,2019,2019-10,medical
"Artificial Intelligence and the Future of Psychiatry: Qualitative
  Findings from a Global Physician Survey","The potential for machine learning to disrupt the medical profession is the
subject of ongoing debate within biomedical informatics. This study aimed to
explore psychiatrists' opinions about the potential impact of innovations in
artificial intelligence and machine learning on psychiatric practice. In Spring
2019, we conducted a web-based survey of 791 psychiatrists from 22 countries
worldwide. The survey measured opinions about the likelihood future technology
would fully replace physicians in performing ten key psychiatric tasks. This
study involved qualitative descriptive analysis of written response to three
open-ended questions in the survey. Comments were classified into four major
categories in relation to the impact of future technology on
patient-psychiatric interactions, the quality of patient medical care, the
profession of psychiatry, and health systems. Overwhelmingly, psychiatrists
were skeptical that technology could fully replace human empathy. Many
predicted that 'man and machine' would increasingly collaborate in undertaking
clinical decisions, with mixed opinions about the benefits and harms of such an
arrangement. Participants were optimistic that technology might improve
efficiencies and access to care, and reduce costs. Ethical and regulatory
considerations received limited attention. This study presents timely
information of psychiatrists' view about the scope of artificial intelligence
and machine learning on psychiatric practice. Psychiatrists expressed divergent
views about the value and impact of future technology with worrying omissions
about practice guidelines, and ethical and regulatory issues.",2019-10-22,2019,2019-10,medical
"Potential Applications of Machine Learning at Multidisciplinary Medical
  Team Meetings","While machine learning (ML) systems have produced great advances in several
domains, their use in support of complex cooperative work remains a research
challenge. A particularly challenging setting, and one that may benefit from ML
support is the work of multidisciplinary medical teams (MDTs). This paper
focuses on the activities performed during the multidisciplinary medical team
meeting (MDTM), reviewing their main characteristics in light of a longitudinal
analysis of several MDTs in a large teaching hospital over a period of ten
years and of our development of ML methods to support MDTMs, and identifying
opportunities and possible pitfalls for the use of ML to support MDTMs.",2019-11-03,2019,2019-11,medical
"Opportunities for artificial intelligence in advancing precision
  medicine","Machine learning (ML), deep learning (DL), and artificial intelligence (AI)
are of increasing importance in biomedicine. The goal of this work is to show
progress in ML in digital health, to exemplify future needs and trends, and to
identify any essential prerequisites of AI and ML for precision health.
High-throughput technologies are delivering growing volumes of biomedical data,
such as large-scale genome-wide sequencing assays, libraries of medical images,
or drug perturbation screens of healthy, developing, and diseased tissue.
Multi-omics data in biomedicine is deep and complex, offering an opportunity
for data-driven insights and automated disease classification. Learning from
these data will open our understanding and definition of healthy baselines and
disease signatures. State-of-the-art applications of deep neural networks
include digital image recognition, single cell clustering, and virtual drug
screens, demonstrating breadths and power of ML in biomedicine. Significantly,
AI and systems biology have embraced big data challenges and may enable novel
biotechnology-derived therapies to facilitate the implementation of precision
medicine approaches.",2019-11-17,2019,2019-11,medical
Medication Regimen Extraction From Medical Conversations,"Extracting relevant information from medical conversations and providing it
to doctors and patients might help in addressing doctor burnout and patient
forgetfulness. In this paper, we focus on extracting the Medication Regimen
(dosage and frequency for medications) discussed in a medical conversation. We
frame the problem as a Question Answering (QA) task and perform comparative
analysis over: a QA approach, a new combined QA and Information Extraction
approach, and other baselines. We use a small corpus of 6,692 annotated
doctor-patient conversations for the task. Clinical conversation corpora are
costly to create, difficult to handle (because of data privacy concerns), and
thus scarce. We address this data scarcity challenge through data augmentation
methods, using publicly available embeddings and pretrain part of the network
on a related task (summarization) to improve the model's performance. Compared
to the baseline, our best-performing models improve the dosage and frequency
extractions' ROUGE-1 F1 scores from 54.28 and 37.13 to 89.57 and 45.94,
respectively. Using our best-performing model, we present the first fully
automated system that can extract Medication Regimen tags from spontaneous
doctor-patient conversations with about $\approx$71% accuracy.",2019-12-10,2019,2019-12,medical
Artificial Intelligence in Surgery,"Artificial Intelligence (AI) is gradually changing the practice of surgery
with the advanced technological development of imaging, navigation and robotic
intervention. In this article, the recent successful and influential
applications of AI in surgery are reviewed from pre-operative planning and
intra-operative guidance to the integration of surgical robots. We end with
summarizing the current state, emerging trends and major challenges in the
future development of AI in surgery.",2019-12-23,2019,2019-12,medical
"Unsupervised Online Feature Selection for Cost-Sensitive Medical
  Diagnosis","In medical diagnosis, physicians predict the state of a patient by checking
measurements (features) obtained from a sequence of tests, e.g., blood test,
urine test, followed by invasive tests. As tests are often costly, one would
like to obtain only those features (tests) that can establish the presence or
absence of the state conclusively. Another aspect of medical diagnosis is that
we are often faced with unsupervised prediction tasks as the true state of the
patients may not be known. Motivated by such medical diagnosis problems, we
consider a {\it Cost-Sensitive Medical Diagnosis} (CSMD) problem, where the
true state of patients is unknown. We formulate the CSMD problem as a feature
selection problem where each test gives a feature that can be used in a
prediction model. Our objective is to learn strategies for selecting the
features that give the best trade-off between accuracy and costs. We exploit
the `Weak Dominance' property of problem to develop online algorithms that
identify a set of features which provides an `optimal' trade-off between cost
and accuracy of prediction without requiring to know the true state of the
medical condition. Our empirical results validate the performance of our
algorithms on problem instances generated from real-world datasets.",2019-12-25,2019,2019-12,medical
A New Approach for Explainable Multiple Organ Annotation with Few Data,"Despite the recent successes of deep learning, such models are still far from
some human abilities like learning from few examples, reasoning and explaining
decisions. In this paper, we focus on organ annotation in medical images and we
introduce a reasoning framework that is based on learning fuzzy relations on a
small dataset for generating explanations. Given a catalogue of relations, it
efficiently induces the most relevant relations and combines them for building
constraints in order to both solve the organ annotation task and generate
explanations. We test our approach on a publicly available dataset of medical
images where several organs are already segmented. A demonstration of our model
is proposed with an example of explained annotations. It was trained on a small
training set containing as few as a couple of examples.",2019-12-30,2019,2019-12,medical
"A Preliminary Approach for Learning Relational Policies for the
  Management of Critically Ill Children","The increased use of electronic health records has made possible the
automated extraction of medical policies from patient records to aid in the
development of clinical decision support systems. We adapted a boosted
Statistical Relational Learning (SRL) framework to learn probabilistic rules
from clinical hospital records for the management of physiologic parameters of
children with severe cardiac or respiratory failure who were managed with
extracorporeal membrane oxygenation. In this preliminary study, the results
were promising. In particular, the algorithm returned logic rules for medical
actions that are consistent with medical reasoning.",2020-01-13,2020,2020-01,medical
Practical Approach of Knowledge Management in Medical Science,"Knowledge organization, infrastructure, and knowledge-based activities are
all subjects that help in the creation of business strategies for the new
enterprise. In this paper, the first basics of knowledge-based systems are
studied. Practical issues and challenges of Knowledge Management (KM)
implementations are then illustrated. Finally, a comparison of different
knowledge-based projects is presented along with abstracted information on
their implementation, techniques, and results. Most of these projects are in
the field of medical science. Based on our study and evaluation of different KM
projects, we conclude that KM is being used in every science, industry, and
business. But its importance in medical science and assisted living projects
are highlighted nowadays with the most of research institutes. Most medical
centers are interested in using knowledge-based services like portals and
learning techniques of knowledge for their future innovations and supports.",2020-01-16,2020,2020-01,medical
"The Risk to Population Health Equity Posed by Automated Decision
  Systems: A Narrative Review","Artificial intelligence is already ubiquitous, and is increasingly being used
to autonomously make ever more consequential decisions. However, there has been
relatively little research into the existing and possible consequences for
population health equity. A narrative review was undertaken using a hermeneutic
approach to explore current and future uses of narrow AI and automated decision
systems (ADS) in medicine and public health, issues that have emerged, and
implications for equity. Accounts reveal a tremendous expectation on AI to
transform medical and public health practices. Prominent demonstrations of AI
capability - particularly in diagnostic decision making, risk prediction, and
surveillance - are stimulating rapid adoption, spurred by COVID-19. Automated
decisions being made have significant consequences for individual and
population health and wellbeing. Meanwhile, it is evident that hazards
including bias, incontestability, and privacy erosion have emerged in sensitive
domains such as criminal justice where narrow AI and ADS are in common use.
Reports of issues arising from their use in health are already appearing. As
the use of ADS in health expands, it is probable that these hazards will
manifest more widely. Bias, incontestability, and privacy erosion give rise to
mechanisms by which existing social, economic and health disparities are
perpetuated and amplified. Consequently, there is a significant risk that use
of ADS in health will exacerbate existing population health inequities. The
industrial scale and rapidity with which ADS can be applied heightens the risk
to population health equity. It is incumbent on health practitioners and policy
makers therefore to explore the potential implications of using ADS, to ensure
the use of artificial intelligence promotes population health and equity.",2020-01-18,2020,2020-01,medical
"Artificial intelligence in medicine and healthcare: a review and
  classification of current and near-future applications and their ethical and
  social Impact","This paper provides an overview of the current and near-future applications
of Artificial Intelligence (AI) in Medicine and Health Care and presents a
classification according to their ethical and societal aspects, potential
benefits and pitfalls, and issues that can be considered controversial and are
not deeply discussed in the literature.
  This work is based on an analysis of the state of the art of research and
technology, including existing software, personal monitoring devices, genetic
tests and editing tools, personalized digital models, online platforms,
augmented reality devices, and surgical and companion robotics. Motivated by
our review, we present and describe the notion of 'extended personalized
medicine', we then review existing applications of AI in medicine and
healthcare and explore the public perception of medical AI systems, and how
they show, simultaneously, extraordinary opportunities and drawbacks that even
question fundamental medical concepts. Many of these topics coincide with
urgent priorities recently defined by the World Health Organization for the
coming decade. In addition, we study the transformations of the roles of
doctors and patients in an age of ubiquitous information, identify the risk of
a division of Medicine into 'fake-based', 'patient-generated', and
'scientifically tailored', and draw the attention of some aspects that need
further thorough analysis and public debate.",2020-01-22,2020,2020-01,medical
Bayesian Networks in Healthcare: Distribution by Medical Condition,"Bayesian networks (BNs) have received increasing research attention that is
not matched by adoption in practice and yet have potential to significantly
benefit healthcare. Hitherto, research works have not investigated the types of
medical conditions being modelled with BNs, nor whether any differences exist
in how and why they are applied to different conditions. This research seeks to
identify and quantify the range of medical conditions for which
healthcare-related BN models have been proposed, and the differences in
approach between the most common medical conditions to which they have been
applied. We found that almost two-thirds of all healthcare BNs are focused on
four conditions: cardiac, cancer, psychological and lung disorders. We believe
that a lack of understanding regarding how BNs work and what they are capable
of exists, and that it is only with greater understanding and promotion that we
may ever realise the full potential of BNs to effect positive change in daily
healthcare practice.",2020-02-01,2020,2020-02,medical
"Deepfakes for Medical Video De-Identification: Privacy Protection and
  Diagnostic Information Preservation","Data sharing for medical research has been difficult as open-sourcing
clinical data may violate patient privacy. Traditional methods for face
de-identification wipe out facial information entirely, making it impossible to
analyze facial behavior. Recent advancements on whole-body keypoints detection
also rely on facial input to estimate body keypoints. Both facial and body
keypoints are critical in some medical diagnoses, and keypoints invariability
after de-identification is of great importance. Here, we propose a solution
using deepfake technology, the face swapping technique. While this swapping
method has been criticized for invading privacy and portraiture right, it could
conversely protect privacy in medical video: patients' faces could be swapped
to a proper target face and become unrecognizable. However, it remained an open
question that to what extent the swapping de-identification method could affect
the automatic detection of body keypoints. In this study, we apply deepfake
technology to Parkinson's disease examination videos to de-identify subjects,
and quantitatively show that: face-swapping as a de-identification approach is
reliable, and it keeps the keypoints almost invariant, significantly better
than traditional methods. This study proposes a pipeline for video
de-identification and keypoint preservation, clearing up some ethical
restrictions for medical data sharing. This work could make open-source high
quality medical video datasets more feasible and promote future medical
research that benefits our society.",2020-02-07,2020,2020-02,medical
Development of an Expert System for Diabetic Type-2 Diet,"A successful intelligent control of patient food for treatment purpose must
combines patient interesting food list and doctors efficient treatment food
list. Actually, many rural communities in Sudan have extremely limited access
to diabetic diet centers. People travel long distances to clinics or medical
facilities, and there is a shortage of medical experts in most of these
facilities. This results in slow service, and patients end up waiting long
hours without receiving any attention. Hence diabetic diet expert systems can
play a significant role in such cases where medical experts are not readily
available. This paper presents the design and implementation of an intelligent
medical expert system for diabetes diet that intended to be used in Sudan. The
development of the proposed expert system went through a number of stages such
problem and need identification, requirements analysis, knowledge acquisition,
formalization, design and implementation. Visual prolog was used for designing
the graphical user interface and the implementation of the system. The proposed
expert system is a promising helpful tool that reduces the workload for
physicians and provides diabetics with simple and valuable assistance.",2020-02-22,2020,2020-02,medical
FocalMix: Semi-Supervised Learning for 3D Medical Image Detection,"Applying artificial intelligence techniques in medical imaging is one of the
most promising areas in medicine. However, most of the recent success in this
area highly relies on large amounts of carefully annotated data, whereas
annotating medical images is a costly process. In this paper, we propose a
novel method, called FocalMix, which, to the best of our knowledge, is the
first to leverage recent advances in semi-supervised learning (SSL) for 3D
medical image detection. We conducted extensive experiments on two widely used
datasets for lung nodule detection, LUNA16 and NLST. Results show that our
proposed SSL methods can achieve a substantial improvement of up to 17.3% over
state-of-the-art supervised learning approaches with 400 unlabeled CT scans.",2020-03-20,2020,2020-03,medical
DAISI: Database for AI Surgical Instruction,"Telementoring surgeons as they perform surgery can be essential in the
treatment of patients when in situ expertise is not available. Nonetheless,
expert mentors are often unavailable to provide trainees with real-time medical
guidance. When mentors are unavailable, a fallback autonomous mechanism should
provide medical practitioners with the required guidance. However,
AI/autonomous mentoring in medicine has been limited by the availability of
generalizable prediction models, and surgical procedures datasets to train
those models with. This work presents the initial steps towards the development
of an intelligent artificial system for autonomous medical mentoring.
Specifically, we present the first Database for AI Surgical Instruction
(DAISI). DAISI leverages on images and instructions to provide step-by-step
demonstrations of how to perform procedures from various medical disciplines.
The dataset was acquired from real surgical procedures and data from academic
textbooks. We used DAISI to train an encoder-decoder neural network capable of
predicting medical instructions given a current view of the surgery.
Afterwards, the instructions predicted by the network were evaluated using
cumulative BLEU scores and input from expert physicians. According to the BLEU
scores, the predicted and ground truth instructions were as high as 67%
similar. Additionally, expert physicians subjectively assessed the algorithm
using Likert scale, and considered that the predicted descriptions were related
to the images. This work provides a baseline for AI algorithms to assist in
autonomous medical mentoring.",2020-03-22,2020,2020-03,medical
"From Bit To Bedside: A Practical Framework For Artificial Intelligence
  Product Development In Healthcare","Artificial Intelligence (AI) in healthcare holds great potential to expand
access to high-quality medical care, whilst reducing overall systemic costs.
Despite hitting the headlines regularly and many publications of
proofs-of-concept, certified products are failing to breakthrough to the
clinic. AI in healthcare is a multi-party process with deep knowledge required
in multiple individual domains. The lack of understanding of the specific
challenges in the domain is, therefore, the major contributor to the failure to
deliver on the big promises. Thus, we present a decision perspective framework,
for the development of AI-driven biomedical products, from conception to market
launch. Our framework highlights the risks, objectives and key results which
are typically required to proceed through a three-phase process to the market
launch of a validated medical AI product. We focus on issues related to
Clinical validation, Regulatory affairs, Data strategy and Algorithmic
development. The development process we propose for AI in healthcare software
strongly diverges from modern consumer software development processes. We
highlight the key time points to guide founders, investors and key stakeholders
throughout their relevant part of the process. Our framework should be seen as
a template for innovation frameworks, which can be used to coordinate team
communications and responsibilities towards a reasonable product development
roadmap, thus unlocking the potential of AI in medicine.",2020-03-23,2020,2020-03,medical
"Can Embeddings Adequately Represent Medical Terminology? New Large-Scale
  Medical Term Similarity Datasets Have the Answer!","A large number of embeddings trained on medical data have emerged, but it
remains unclear how well they represent medical terminology, in particular
whether the close relationship of semantically similar medical terms is encoded
in these embeddings. To date, only small datasets for testing medical term
similarity are available, not allowing to draw conclusions about the
generalisability of embeddings to the enormous amount of medical terms used by
doctors. We present multiple automatically created large-scale medical term
similarity datasets and confirm their high quality in an annotation study with
doctors. We evaluate state-of-the-art word and contextual embeddings on our new
datasets, comparing multiple vector similarity metrics and word vector
aggregation techniques. Our results show that current embeddings are limited in
their ability to adequately encode medical terms. The novel datasets thus form
a challenging new benchmark for the development of medical embeddings able to
accurately represent the whole medical terminology.",2020-03-24,2020,2020-03,medical
"Mapping the Landscape of Artificial Intelligence Applications against
  COVID-19","COVID-19, the disease caused by the SARS-CoV-2 virus, has been declared a
pandemic by the World Health Organization, which has reported over 18 million
confirmed cases as of August 5, 2020. In this review, we present an overview of
recent studies using Machine Learning and, more broadly, Artificial
Intelligence, to tackle many aspects of the COVID-19 crisis. We have identified
applications that address challenges posed by COVID-19 at different scales,
including: molecular, by identifying new or existing drugs for treatment;
clinical, by supporting diagnosis and evaluating prognosis based on medical
imaging and non-invasive measures; and societal, by tracking both the epidemic
and the accompanying infodemic using multiple data sources. We also review
datasets, tools, and resources needed to facilitate Artificial Intelligence
research, and discuss strategic considerations related to the operational
implementation of multidisciplinary partnerships and open science. We highlight
the need for international cooperation to maximize the potential of AI in this
and future pandemics.",2020-03-25,2020,2020-03,medical
"Neural translation and automated recognition of ICD10 medical entities
  from natural language","The recognition of medical entities from natural language is an ubiquitous
problem in the medical field, with applications ranging from medical act coding
to the analysis of electronic health data for public health. It is however a
complex task usually requiring human expert intervention, thus making it
expansive and time consuming. The recent advances in artificial intelligence,
specifically the raise of deep learning methods, has enabled computers to make
efficient decisions on a number of complex problems, with the notable example
of neural sequence models and their powerful applications in natural language
processing. They however require a considerable amount of data to learn from,
which is typically their main limiting factor. However, the C\'epiDc stores an
exhaustive database of death certificates at the French national scale,
amounting to several millions of natural language examples provided with their
associated human coded medical entities available to the machine learning
practitioner. This article investigates the applications of deep neural
sequence models to the medical entity recognition from natural language
problem.",2020-03-27,2020,2020-03,medical
"Modeling Rare Interactions in Time Series Data Through Qualitative
  Change: Application to Outcome Prediction in Intensive Care Units","Many areas of research are characterised by the deluge of large-scale
highly-dimensional time-series data. However, using the data available for
prediction and decision making is hampered by the current lag in our ability to
uncover and quantify true interactions that explain the outcomes.We are
interested in areas such as intensive care medicine, which are characterised by
i) continuous monitoring of multivariate variables and non-uniform sampling of
data streams, ii) the outcomes are generally governed by interactions between a
small set of rare events, iii) these interactions are not necessarily definable
by specific values (or value ranges) of a given group of variables, but rather,
by the deviations of these values from the normal state recorded over time, iv)
the need to explain the predictions made by the model. Here, while numerous
data mining models have been formulated for outcome prediction, they are unable
to explain their predictions.
  We present a model for uncovering interactions with the highest likelihood of
generating the outcomes seen from highly-dimensional time series data.
Interactions among variables are represented by a relational graph structure,
which relies on qualitative abstractions to overcome non-uniform sampling and
to capture the semantics of the interactions corresponding to the changes and
deviations from normality of variables of interest over time. Using the
assumption that similar templates of small interactions are responsible for the
outcomes (as prevalent in the medical domains), we reformulate the discovery
task to retrieve the most-likely templates from the data.",2020-04-03,2020,2020-04,medical
"Review of Artificial Intelligence Techniques in Imaging Data
  Acquisition, Segmentation and Diagnosis for COVID-19","(This paper was submitted as an invited paper to IEEE Reviews in Biomedical
Engineering on April 6, 2020.) The pandemic of coronavirus disease 2019
(COVID-19) is spreading all over the world. Medical imaging such as X-ray and
computed tomography (CT) plays an essential role in the global fight against
COVID-19, whereas the recently emerging artificial intelligence (AI)
technologies further strengthen the power of the imaging tools and help medical
specialists. We hereby review the rapid responses in the community of medical
imaging (empowered by AI) toward COVID-19. For example, AI-empowered image
acquisition can significantly help automate the scanning procedure and also
reshape the workflow with minimal contact to patients, providing the best
protection to the imaging technicians. Also, AI can improve work efficiency by
accurate delination of infections in X-ray and CT images, facilitating
subsequent quantification. Moreover, the computer-aided platforms help
radiologists make clinical decisions, i.e., for disease diagnosis, tracking,
and prognosis. In this review paper, we thus cover the entire pipeline of
medical imaging and analysis techniques involved with COVID-19, including image
acquisition, segmentation, diagnosis, and follow-up. We particularly focus on
the integration of AI with X-ray and CT, both of which are widely used in the
frontline hospitals, in order to depict the latest progress of medical imaging
and radiology fighting against COVID-19.",2020-04-06,2020,2020-04,medical
MedDialog: Two Large-scale Medical Dialogue Datasets,"Medical dialogue systems are promising in assisting in telemedicine to
increase access to healthcare services, improve the quality of patient care,
and reduce medical costs. To facilitate the research and development of medical
dialogue systems, we build two large-scale medical dialogue datasets:
MedDialog-EN and MedDialog-CN. MedDialog-EN is an English dataset containing
0.3 million conversations between patients and doctors and 0.5 million
utterances. MedDialog-CN is an Chinese dataset containing 1.1 million
conversations and 4 million utterances. To our best knowledge,
MedDialog-(EN,CN) are the largest medical dialogue datasets to date. The
dataset is available at https://github.com/UCSD-AI4H/Medical-Dialogue-System",2020-04-07,2020,2020-04,medical
"Detecting fake news for the new coronavirus by reasoning on the Covid-19
  ontology","In the context of the Covid-19 pandemic, many were quick to spread deceptive
information. I investigate here how reasoning in Description Logics (DLs) can
detect inconsistencies between trusted medical sources and not trusted ones.
The not-trusted information comes in natural language (e.g. ""Covid-19 affects
only the elderly""). To automatically convert into DLs, I used the FRED
converter. Reasoning in Description Logics is then performed with the Racer
tool.",2020-04-26,2020,2020-04,medical
